E	alpha	r1	L	H	gamma
eV	deg	mm	mm	mm	deg
949	87.6	2631.217	10979.368	983.204	17.634
949	87.7	2515.968	10769.964	957.512	17.053
949	87.8	2401.038	10562.079	932.297	16.518
949	87.9	2286.447	10355.662	907.542	16.022
950	87.4	2863.450	11399.958	1035.374	18.950
950	87.5	2747.582	11187.441	1008.708	18.254
950	87.6	2631.996	10976.546	982.548	17.621
950	87.7	2516.710	10767.217	956.878	17.042
950	87.8	2401.745	10559.403	931.684	16.508
950	87.9	2287.119	10353.055	906.949	16.013
951	87.4	2864.299	11396.979	1034.673	18.934
951	87.5	2748.395	11184.544	1008.031	18.240
951	87.6	2632.773	10973.729	981.894	17.608
951	87.7	2517.452	10764.476	956.246	17.030
951	87.8	2402.452	10556.733	931.072	16.497
951	87.9	2287.791	10350.452	906.358	16.003
952	87.4	2865.147	11394.004	1033.973	18.918
952	87.5	2749.207	11181.653	1007.355	18.226
952	87.6	2633.549	10970.917	981.240	17.596
952	87.7	2518.193	10761.739	955.614	17.018
952	87.8	2403.158	10554.067	930.461	16.486
952	87.9	2288.463	10347.854	905.767	15.993
953	87.4	2865.994	11391.035	1033.275	18.902
953	87.5	2750.018	11178.767	1006.680	18.212
953	87.6	2634.325	10968.110	980.588	17.583
953	87.7	2518.934	10759.007	954.984	17.007
953	87.8	2403.863	10551.406	929.852	16.476
953	87.9	2289.133	10345.260	905.178	15.984
954	87.4	2866.840	11388.071	1032.578	18.887
954	87.5	2750.828	11175.886	1006.006	18.198
954	87.6	2635.099	10965.308	979.937	17.570
954	87.7	2519.673	10756.279	954.355	16.995
954	87.8	2404.568	10548.750	929.244	16.465
954	87.9	2289.803	10342.671	904.590	15.974
955	87.4	2867.685	11385.113	1031.882	18.871
955	87.5	2751.637	11173.011	1005.334	18.184
955	87.6	2635.873	10962.510	979.288	17.558
955	87.7	2520.412	10753.557	953.727	16.984
955	87.8	2405.271	10546.098	928.637	16.455
955	87.9	2290.472	10340.086	904.003	15.964
956	87.4	2868.529	11382.159	1031.187	18.855
956	87.5	2752.445	11170.140	1004.663	18.170
956	87.6	2636.646	10959.718	978.640	17.545
956	87.7	2521.149	10750.839	953.100	16.973
956	87.8	2405.974	10543.451	928.031	16.445
956	87.9	2291.140	10337.506	903.417	15.955
957	87.4	2869.372	11379.211	1030.494	18.840
957	87.5	2753.253	11167.274	1003.994	18.156
957	87.6	2637.418	10956.931	977.993	17.533
957	87.7	2521.886	10748.126	952.475	16.961
957	87.8	2406.676	10540.808	927.426	16.434
957	87.9	2291.807	10334.930	902.832	15.945
958	87.4	2870.214	11376.269	1029.803	18.824
958	87.5	2754.059	11164.414	1003.326	18.142
958	87.6	2638.189	10954.148	977.347	17.520
958	87.7	2522.622	10745.417	951.851	16.950
958	87.8	2407.377	10538.170	926.823	16.424
958	87.9	2292.473	10332.358	902.249	15.936
959	87.4	2871.055	11373.331	1029.112	18.809
959	87.5	2754.864	11161.558	1002.659	18.128
959	87.6	2638.959	10951.371	976.703	17.507
959	87.7	2523.357	10742.713	951.228	16.938
959	87.8	2408.077	10535.536	926.221	16.413
959	87.9	2293.139	10329.791	901.666	15.926
960	87.4	2871.895	11370.399	1028.424	18.793
960	87.5	2755.669	11158.708	1001.993	18.114
960	87.6	2639.728	10948.598	976.060	17.495
960	87.7	2524.091	10740.014	950.606	16.927
960	87.8	2408.777	10532.907	925.620	16.403
960	87.9	2293.804	10327.229	901.085	15.917
961	87.4	2872.734	11367.472	1027.736	18.778
961	87.5	2756.473	11155.863	1001.329	18.100
961	87.6	2640.497	10945.830	975.418	17.483
961	87.7	2524.825	10737.320	949.986	16.916
961	87.8	2409.476	10530.283	925.020	16.393
961	87.9	2294.469	10324.670	900.505	15.907
962	87.4	2873.572	11364.550	1027.050	18.762
962	87.5	2757.275	11153.022	1000.666	18.086
962	87.6	2641.264	10943.067	974.777	17.470
962	87.7	2525.557	10734.630	949.367	16.905
962	87.8	2410.174	10527.663	924.421	16.383
962	87.9	2295.132	10322.117	899.926	15.898
963	87.4	2874.409	11361.633	1026.365	18.747
963	87.5	2758.077	11150.187	1000.005	18.073
963	87.6	2642.031	10940.309	974.138	17.458
963	87.7	2526.289	10731.945	948.749	16.893
963	87.8	2410.871	10525.047	923.823	16.372
963	87.9	2295.795	10319.567	899.348	15.888
964	87.4	2875.245	11358.722	1025.681	18.732
964	87.5	2758.878	11147.356	999.344	18.059
964	87.6	2642.797	10937.555	973.500	17.445
964	87.7	2527.020	10729.265	948.132	16.882
964	87.8	2411.567	10522.436	923.227	16.362
964	87.9	2296.457	10317.022	898.771	15.879
965	87.4	2876.080	11355.815	1024.999	18.716
965	87.5	2759.678	11144.531	998.685	18.045
965	87.6	2643.561	10934.807	972.863	17.433
965	87.7	2527.750	10726.589	947.516	16.871
965	87.8	2412.263	10519.830	922.632	16.352
965	87.9	2297.118	10314.481	898.195	15.870
966	87.4	2876.914	11352.914	1024.318	18.701
966	87.5	2760.476	11141.711	998.027	18.032
966	87.6	2644.325	10932.063	972.227	17.421
966	87.7	2528.479	10723.918	946.902	16.860
966	87.8	2412.957	10517.228	922.038	16.342
966	87.9	2297.778	10311.945	897.621	15.860
967	87.4	2877.747	11350.018	1023.639	18.686
967	87.5	2761.274	11138.895	997.371	18.018
967	87.6	2645.088	10929.324	971.593	17.409
967	87.7	2529.208	10721.252	946.289	16.849
967	87.8	2413.651	10514.630	921.445	16.331
967	87.9	2298.438	10309.412	897.047	15.851
968	87.4	2878.580	11347.127	1022.961	18.671
968	87.5	2762.072	11136.084	996.716	18.004
968	87.6	2645.851	10926.590	970.959	17.396
968	87.7	2529.935	10718.590	945.677	16.838
968	87.8	2414.344	10512.037	920.853	16.321
968	87.9	2299.097	10306.885	896.475	15.842
969	87.4	2879.411	11344.241	1022.284	18.656
969	87.5	2762.868	11133.279	996.062	17.991
969	87.6	2646.612	10923.860	970.328	17.384
969	87.7	2530.662	10715.933	945.066	16.827
969	87.8	2415.037	10509.448	920.262	16.311
969	87.9	2299.755	10304.361	895.904	15.832
970	87.4	2880.241	11341.360	1021.608	18.641
970	87.5	2763.663	11130.478	995.409	17.978
970	87.6	2647.372	10921.135	969.697	17.372
970	87.7	2531.388	10713.280	944.456	16.816
970	87.8	2415.728	10506.864	919.673	16.301
970	87.9	2300.413	10301.842	895.334	15.823
971	87.4	2881.070	11338.485	1020.934	18.626
971	87.5	2764.457	11127.682	994.758	17.964
971	87.6	2648.132	10918.415	969.067	17.360
971	87.7	2532.113	10710.632	943.848	16.804
971	87.8	2416.419	10504.284	919.085	16.291
972	87.4	2881.899	11335.614	1020.261	18.611
972	87.5	2765.251	11124.891	994.108	17.951
972	87.6	2648.891	10915.700	968.439	17.348
972	87.7	2532.837	10707.988	943.240	16.794
972	87.8	2417.109	10501.709	918.497	16.281
973	87.4	2882.726	11332.748	1019.590	18.596
973	87.5	2766.043	11122.105	993.459	17.937
973	87.6	2649.648	10912.989	967.812	17.336
973	87.7	2533.560	10705.349	942.634	16.783
973	87.8	2417.798	10499.138	917.911	16.271
974	87.4	2883.553	11329.888	1018.919	18.581
974	87.5	2766.835	11119.324	992.811	17.924
974	87.6	2650.405	10910.283	967.186	17.324
974	87.7	2534.283	10702.715	942.029	16.772
974	87.8	2418.486	10496.571	917.326	16.261
975	87.4	2884.378	11327.032	1018.250	18.566
975	87.5	2767.626	11116.547	992.165	17.911
975	87.6	2651.162	10907.582	966.562	17.312
975	87.7	2535.005	10700.085	941.426	16.761
975	87.8	2419.174	10494.009	916.743	16.251
976	87.4	2885.203	11324.182	1017.583	18.551
976	87.5	2768.415	11113.776	991.520	17.897
976	87.6	2651.917	10904.885	965.938	17.300
976	87.7	2535.726	10697.460	940.823	16.750
976	87.8	2419.861	10491.451	916.160	16.241
977	87.4	2886.027	11321.336	1016.916	18.536
977	87.5	2769.204	11111.009	990.876	17.884
977	87.6	2652.671	10902.193	965.316	17.288
977	87.7	2536.446	10694.839	940.221	16.739
977	87.8	2420.547	10488.898	915.578	16.231
978	87.4	2886.849	11318.496	1016.251	18.522
978	87.5	2769.992	11108.247	990.233	17.871
978	87.6	2653.425	10899.506	964.695	17.276
978	87.7	2537.165	10692.222	939.621	16.728
978	87.8	2421.232	10486.349	914.998	16.221
979	87.4	2887.671	11315.660	1015.587	18.507
979	87.5	2770.779	11105.490	989.592	17.858
979	87.6	2654.177	10896.823	964.075	17.264
979	87.7	2537.883	10689.610	939.022	16.717
979	87.8	2421.917	10483.804	914.419	16.211
980	87.4	2888.492	11312.830	1014.925	18.492
980	87.5	2771.565	11102.738	988.952	17.845
980	87.6	2654.929	10894.145	963.457	17.252
980	87.7	2538.601	10687.003	938.424	16.707
980	87.8	2422.600	10481.263	913.840	16.201
981	87.4	2889.312	11310.004	1014.263	18.478
981	87.5	2772.351	11099.990	988.313	17.832
981	87.6	2655.680	10891.472	962.839	17.240
981	87.7	2539.318	10684.400	937.827	16.696
981	87.8	2423.283	10478.727	913.263	16.192
982	87.4	2890.131	11307.183	1013.604	18.463
982	87.5	2773.135	11097.247	987.675	17.819
982	87.6	2656.430	10888.803	962.223	17.228
982	87.7	2540.034	10681.801	937.231	16.685
982	87.8	2423.965	10476.195	912.687	16.182
983	87.4	2890.949	11304.368	1012.945	18.449
983	87.5	2773.919	11094.509	987.039	17.806
983	87.6	2657.179	10886.139	961.608	17.217
983	87.7	2540.749	10679.207	936.637	16.674
983	87.8	2424.647	10473.667	912.112	16.172
984	87.4	2891.766	11301.557	1012.287	18.434
984	87.5	2774.701	11091.776	986.404	17.793
984	87.6	2657.928	10883.479	960.994	17.205
984	87.7	2541.463	10676.617	936.043	16.664
984	87.8	2425.327	10471.144	911.538	16.162
985	87.4	2892.582	11298.751	1011.631	18.420
985	87.5	2775.483	11089.047	985.770	17.780
985	87.6	2658.675	10880.824	960.381	17.193
985	87.7	2542.177	10674.032	935.451	16.653
985	87.8	2426.007	10468.625	910.966	16.153
986	87.4	2893.397	11295.950	1010.976	18.406
986	87.5	2776.264	11086.323	985.137	17.767
986	87.6	2659.422	10878.173	959.770	17.182
986	87.7	2542.890	10671.451	934.860	16.642
986	87.8	2426.686	10466.110	910.394	16.143
987	87.4	2894.211	11293.154	1010.323	18.391
987	87.5	2777.044	11083.604	984.506	17.754
987	87.6	2660.167	10875.527	959.159	17.170
987	87.7	2543.601	10668.874	934.270	16.632
987	87.8	2427.364	10463.600	909.824	16.133
988	87.4	2895.025	11290.362	1009.670	18.377
988	87.5	2777.823	11080.890	983.875	17.741
988	87.6	2660.912	10872.886	958.550	17.158
988	87.7	2544.313	10666.302	933.681	16.621
988	87.8	2428.042	10461.093	909.254	16.123
989	87.4	2895.837	11287.576	1009.019	18.363
989	87.5	2778.601	11078.180	983.246	17.728
989	87.6	2661.657	10870.249	957.942	17.147
989	87.7	2545.023	10663.734	933.093	16.611
989	87.8	2428.719	10458.591	908.686	16.114
990	87.4	2896.649	11284.794	1008.369	18.348
990	87.5	2779.378	11075.475	982.618	17.715
990	87.6	2662.400	10867.616	957.335	17.135
990	87.7	2545.732	10661.171	932.506	16.600
990	87.8	2429.395	10456.093	908.118	16.104
991	87.4	2897.459	11282.017	1007.721	18.334
991	87.5	2780.154	11072.774	981.991	17.703
991	87.6	2663.142	10864.988	956.730	17.124
991	87.7	2546.441	10658.612	931.921	16.590
991	87.8	2430.070	10453.600	907.552	16.095
992	87.4	2898.269	11279.245	1007.073	18.320
992	87.5	2780.930	11070.078	981.366	17.690
992	87.6	2663.884	10862.365	956.125	17.112
992	87.7	2547.149	10656.057	931.336	16.579
992	87.8	2430.744	10451.110	906.987	16.085
993	87.4	2899.078	11276.478	1006.427	18.306
993	87.5	2781.704	11067.387	980.742	17.677
993	87.6	2664.625	10859.746	955.522	17.101
993	87.7	2547.856	10653.506	930.753	16.569
993	87.8	2431.418	10448.625	906.423	16.075
994	87.4	2899.885	11273.716	1005.782	18.292
994	87.5	2782.478	11064.701	980.118	17.665
994	87.6	2665.364	10857.131	954.919	17.089
994	87.7	2548.562	10650.960	930.171	16.558
994	87.8	2432.091	10446.144	905.860	16.066
995	87.4	2900.692	11270.958	1005.138	18.278
995	87.5	2783.251	11062.019	979.496	17.652
995	87.6	2666.103	10854.521	954.318	17.078
995	87.7	2549.268	10648.418	929.590	16.548
995	87.8	2432.763	10443.667	905.298	16.056
996	87.4	2901.498	11268.205	1004.496	18.264
996	87.5	2784.023	11059.341	978.876	17.639
996	87.6	2666.842	10851.915	953.718	17.066
996	87.7	2549.973	10645.881	929.010	16.538
996	87.8	2433.435	10441.194	904.737	16.047
997	87.4	2902.303	11265.457	1003.855	18.250
997	87.5	2784.794	11056.668	978.256	17.627
997	87.6	2667.579	10849.314	953.119	17.055
997	87.7	2550.677	10643.348	928.431	16.527
997	87.8	2434.105	10438.725	904.177	16.037
998	87.4	2903.107	11262.714	1003.215	18.236
998	87.5	2785.564	11054.000	977.638	17.614
998	87.6	2668.316	10846.717	952.522	17.044
998	87.7	2551.380	10640.819	927.853	16.517
998	87.8	2434.775	10436.261	903.619	16.028
999	87.4	2903.911	11259.975	1002.576	18.222
999	87.5	2786.334	11051.337	977.020	17.602
999	87.6	2669.051	10844.125	951.925	17.032
999	87.7	2552.082	10638.294	927.276	16.507
999	87.8	2435.444	10433.800	903.061	16.018
1000	87.4	2904.713	11257.241	1001.938	18.208
1000	87.5	2787.102	11048.677	976.404	17.589
1000	87.6	2669.786	10841.537	951.329	17.021
1000	87.7	2552.784	10635.773	926.700	16.496
1000	87.8	2436.113	10431.344	902.504	16.009
1001	87.4	2905.514	11254.512	1001.302	18.194
1001	87.5	2787.870	11046.023	975.789	17.577
1001	87.6	2670.520	10838.953	950.735	17.010
1001	87.7	2553.484	10633.257	926.126	16.486
1001	87.8	2436.780	10428.891	901.949	16.000
1002	87.4	2906.315	11251.787	1000.667	18.181
1002	87.5	2788.637	11043.373	975.175	17.565
1002	87.6	2671.254	10836.374	950.142	16.999
1002	87.7	2554.184	10630.745	925.552	16.476
1002	87.8	2437.447	10426.443	901.394	15.990
1003	87.4	2907.115	11249.067	1000.033	18.167
1003	87.5	2789.402	11040.727	974.563	17.552
1003	87.6	2671.986	10833.799	949.550	16.987
1003	87.7	2554.883	10628.237	924.980	16.466
1003	87.8	2438.113	10423.999	900.840	15.981
1004	87.4	2907.913	11246.352	999.400	18.153
1004	87.5	2790.168	11038.086	973.951	17.540
1004	87.6	2672.718	10831.228	948.959	16.976
1004	87.7	2555.582	10625.734	924.409	16.455
1004	87.8	2438.779	10421.559	900.288	15.971
1005	87.4	2908.711	11243.642	998.768	18.140
1005	87.5	2790.932	11035.450	973.341	17.528
1005	87.6	2673.448	10828.662	948.369	16.965
1005	87.7	2556.279	10623.234	923.838	16.445
1005	87.8	2439.444	10419.123	899.736	15.962
1006	87.4	2909.508	11240.936	998.138	18.126
1006	87.5	2791.695	11032.818	972.732	17.515
1006	87.6	2674.178	10826.100	947.780	16.954
1006	87.7	2556.976	10620.739	923.269	16.435
1006	87.8	2440.107	10416.691	899.186	15.953
1007	87.4	2910.304	11238.235	997.509	18.112
1007	87.5	2792.457	11030.190	972.124	17.503
1007	87.6	2674.907	10823.543	947.192	16.943
1007	87.7	2557.672	10618.248	922.701	16.425
1007	87.8	2440.771	10414.264	898.637	15.944
1008	87.4	2911.099	11235.538	996.880	18.099
1008	87.5	2793.219	11027.567	971.517	17.491
1008	87.6	2675.636	10820.990	946.606	16.932
1008	87.7	2558.368	10615.761	922.134	16.415
1008	87.8	2441.433	10411.840	898.088	15.934
1009	87.4	2911.893	11232.846	996.254	18.085
1009	87.5	2793.980	11024.948	970.911	17.479
1009	87.6	2676.363	10818.441	946.020	16.921
1009	87.7	2559.062	10613.278	921.568	16.405
1009	87.8	2442.095	10409.420	897.541	15.925
1010	87.4	2912.687	11230.159	995.628	18.072
1010	87.5	2794.740	11022.334	970.307	17.467
1010	87.6	2677.090	10815.896	945.436	16.910
1010	87.7	2559.756	10610.800	921.003	16.395
1010	87.8	2442.756	10407.004	896.994	15.916
1011	87.4	2913.479	11227.476	995.003	18.058
1011	87.5	2795.499	11019.724	969.703	17.454
1011	87.6	2677.816	10813.355	944.853	16.899
1011	87.7	2560.449	10608.325	920.439	16.385
1012	87.4	2914.270	11224.798	994.380	18.045
1012	87.5	2796.257	11017.119	969.101	17.442
1012	87.6	2678.541	10810.819	944.271	16.888
1012	87.7	2561.141	10605.855	919.876	16.375
1013	87.4	2915.061	11222.124	993.758	18.032
1013	87.5	2797.014	11014.518	968.500	17.430
1013	87.6	2679.265	10808.287	943.689	16.877
1013	87.7	2561.832	10603.389	919.314	16.365
1014	87.4	2915.851	11219.455	993.137	18.018
1014	87.5	2797.771	11011.921	967.900	17.418
1014	87.6	2679.989	10805.760	943.109	16.866
1014	87.7	2562.523	10600.927	918.753	16.355
1015	87.4	2916.640	11216.790	992.517	18.005
1015	87.5	2798.526	11009.329	967.301	17.406
1015	87.6	2680.711	10803.236	942.531	16.855
1015	87.7	2563.213	10598.469	918.194	16.345
1016	87.4	2917.428	11214.130	991.898	17.992
1016	87.5	2799.281	11006.741	966.703	17.394
1016	87.6	2681.433	10800.717	941.953	16.844
1016	87.7	2563.902	10596.015	917.635	16.335
1017	87.4	2918.215	11211.475	991.281	17.979
1017	87.5	2800.035	11004.158	966.106	17.382
1017	87.6	2682.154	10798.202	941.376	16.833
1017	87.7	2564.590	10593.565	917.077	16.325
1018	87.4	2919.001	11208.824	990.665	17.965
1018	87.5	2800.788	11001.579	965.510	17.371
1018	87.6	2682.874	10795.691	940.800	16.823
1018	87.7	2565.278	10591.119	916.521	16.315
1019	87.4	2919.786	11206.177	990.049	17.952
1019	87.5	2801.540	10999.004	964.916	17.359
1019	87.6	2683.594	10793.185	940.225	16.812
1019	87.7	2565.964	10588.677	915.965	16.305
1020	87.4	2920.571	11203.535	989.435	17.939
1020	87.5	2802.292	10996.434	964.323	17.347
1020	87.6	2684.312	10790.682	939.652	16.801
1020	87.7	2566.651	10586.239	915.411	16.296
1021	87.4	2921.354	11200.898	988.822	17.926
1021	87.5	2803.042	10993.867	963.730	17.335
1021	87.6	2685.030	10788.184	939.079	16.790
1021	87.7	2567.336	10583.806	914.857	16.286
1022	87.4	2922.137	11198.265	988.211	17.913
1022	87.5	2803.792	10991.306	963.139	17.323
1022	87.6	2685.747	10785.690	938.508	16.780
1022	87.7	2568.020	10581.376	914.305	16.276
1023	87.4	2922.919	11195.636	987.600	17.900
1023	87.5	2804.541	10988.748	962.549	17.312
1023	87.6	2686.463	10783.200	937.937	16.769
1023	87.7	2568.704	10578.951	913.753	16.266
1024	87.4	2923.700	11193.012	986.990	17.887
1024	87.5	2805.289	10986.195	961.960	17.300
1024	87.6	2687.179	10780.714	937.368	16.758
1024	87.7	2569.387	10576.529	913.203	16.257
1025	87.4	2924.480	11190.392	986.382	17.874
1025	87.5	2806.036	10983.646	961.372	17.288
1025	87.6	2687.893	10778.233	936.800	16.748
1025	87.7	2570.069	10574.111	912.653	16.247
1026	87.4	2925.259	11187.777	985.775	17.861
1026	87.5	2806.783	10981.101	960.785	17.276
1026	87.6	2688.607	10775.755	936.233	16.737
1026	87.7	2570.751	10571.698	912.105	16.237
1027	87.4	2926.037	11185.166	985.169	17.848
1027	87.5	2807.528	10978.561	960.199	17.265
1027	87.6	2689.320	10773.282	935.666	16.727
1027	87.7	2571.431	10569.288	911.557	16.228
1028	87.4	2926.815	11182.560	984.564	17.835
1028	87.5	2808.273	10976.025	959.615	17.253
1028	87.6	2690.032	10770.813	935.101	16.716
1028	87.7	2572.111	10566.882	911.011	16.218
1029	87.4	2927.591	11179.958	983.960	17.823
1029	87.5	2809.017	10973.493	959.031	17.242
1029	87.6	2690.744	10768.347	934.537	16.706
1029	87.7	2572.791	10564.480	910.465	16.208
1030	87.4	2928.367	11177.360	983.357	17.810
1030	87.5	2809.760	10970.965	958.449	17.230
1030	87.6	2691.455	10765.886	933.974	16.695
1030	87.7	2573.469	10562.083	909.921	16.199
1031	87.4	2929.142	11174.767	982.755	17.797
1031	87.5	2810.502	10968.442	957.867	17.219
1031	87.6	2692.164	10763.429	933.412	16.685
1031	87.7	2574.147	10559.689	909.377	16.189
1032	87.4	2929.916	11172.178	982.155	17.784
1032	87.5	2811.244	10965.922	957.287	17.207
1032	87.6	2692.873	10760.976	932.851	16.674
1032	87.7	2574.824	10557.299	908.835	16.180
1033	87.4	2930.689	11169.593	981.555	17.772
1033	87.5	2811.984	10963.407	956.707	17.196
1033	87.6	2693.582	10758.527	932.291	16.664
1033	87.7	2575.500	10554.913	908.293	16.170
1034	87.4	2931.462	11167.013	980.957	17.759
1034	87.5	2812.724	10960.896	956.129	17.184
1034	87.6	2694.289	10756.082	931.732	16.653
1034	87.7	2576.175	10552.531	907.753	16.161
1035	87.4	2932.233	11164.437	980.360	17.746
1035	87.5	2813.463	10958.390	955.552	17.173
1035	87.6	2694.996	10753.642	931.174	16.643
1035	87.7	2576.850	10550.152	907.214	16.151
1036	87.4	2933.004	11161.865	979.764	17.734
1036	87.5	2814.201	10955.887	954.976	17.161
1036	87.6	2695.702	10751.205	930.617	16.633
1036	87.7	2577.524	10547.778	906.675	16.142
1037	87.4	2933.773	11159.298	979.169	17.721
1037	87.5	2814.939	10953.389	954.401	17.150
1037	87.6	2696.407	10748.772	930.061	16.622
1037	87.7	2578.197	10545.408	906.137	16.132
1038	87.4	2934.542	11156.735	978.575	17.709
1038	87.5	2815.675	10950.894	953.827	17.139
1038	87.6	2697.112	10746.343	929.506	16.612
